time,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,cape,convective_inhibition,location,latitude,longitude,elevation_m,IWV_mm,CTT_K
2025-06-17T16:00,18.4,82,48.1,28.77,2561.8,-20.6,Kedarnath (Garhwal),30.7346,79.0669,3583,48.86,219.61
2025-06-17T17:00,18.7,78,24.5,0.0,469.2,-112.8,Kedarnath (Garhwal),30.7346,79.0669,3583,34.62,270.97
2025-06-17T18:00,16.4,77,70.0,41.23,2153.9,-11.8,Kedarnath (Garhwal),30.7346,79.0669,3583,52.26,216.07
2025-06-17T19:00,17.0,79,35.7,35.76,2009.4,-14.5,Kedarnath (Garhwal),30.7346,79.0669,3583,57.46,223.57
2025-06-17T20:00,15.3,83,74.4,29.46,2267.9,-19.3,Kedarnath (Garhwal),30.7346,79.0669,3583,53.62,220.93
2025-06-17T21:00,13.2,78,41.3,28.93,2040.9,-29.3,Kedarnath (Garhwal),30.7346,79.0669,3583,58.08,212.86
2025-06-17T22:00,13.5,83,12.9,0.0,346.4,-37.5,Kedarnath (Garhwal),30.7346,79.0669,3583,34.67,274.77
2025-06-17T23:00,14.1,79,83.0,95.89,3421.6,-5.0,Kedarnath (Garhwal),30.7346,79.0669,3583,77.51,209.56
2025-06-18T00:00,11.5,89,8.7,0.8,1336.5,-89.5,Kedarnath (Garhwal),30.7346,79.0669,3583,35.22,258.32
2025-06-18T01:00,12.8,91,21.2,0.35,230.2,-137.5,Kedarnath (Garhwal),30.7346,79.0669,3583,35.71,245.4
2025-06-18T02:00,7.5,87,27.2,0.0,1045.8,-134.4,Kedarnath (Garhwal),30.7346,79.0669,3583,34.42,264.13
2025-06-18T03:00,11.5,95,23.4,0.0,1062.1,-140.8,Kedarnath (Garhwal),30.7346,79.0669,3583,36.18,251.27
2025-06-18T04:00,10.7,84,12.1,0.0,358.1,-141.1,Kedarnath (Garhwal),30.7346,79.0669,3583,34.44,250.5
2025-06-18T05:00,10.6,82,19.4,0.0,1007.2,-131.5,Kedarnath (Garhwal),30.7346,79.0669,3583,34.18,253.77
2025-06-18T06:00,11.6,88,6.2,0.0,1287.3,-21.7,Kedarnath (Garhwal),30.7346,79.0669,3583,35.14,268.59
2025-06-18T07:00,9.9,90,12.7,0.31,568.1,-69.4,Kedarnath (Garhwal),30.7346,79.0669,3583,35.16,266.75
2025-06-18T08:00,12.8,91,20.8,0.0,1140.5,-60.0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.69,260.15
2025-06-18T09:00,14.4,80,20.4,0.0,648.7,-152.2,Kedarnath (Garhwal),30.7346,79.0669,3583,34.41,267.46
2025-06-18T10:00,16.7,85,11.4,0.0,702.0,-125.1,Kedarnath (Garhwal),30.7346,79.0669,3583,35.35,248.55
2025-06-18T11:00,15.1,78,9.1,0.07,1376.4,-29.5,Kedarnath (Garhwal),30.7346,79.0669,3583,34.24,263.15
2025-06-18T12:00,15.5,76,13.0,0.0,1085.5,-118.6,Kedarnath (Garhwal),30.7346,79.0669,3583,33.99,259.8
2025-06-18T13:00,16.4,79,11.6,0.0,446.4,-87.6,Kedarnath (Garhwal),30.7346,79.0669,3583,34.58,254.4
2025-06-18T14:00,18.5,78,26.9,0.0,924.4,-30.8,Kedarnath (Garhwal),30.7346,79.0669,3583,34.62,247.65
2025-06-18T15:00,17.9,69,61.8,24.96,2347.4,-29.4,Kedarnath (Garhwal),30.7346,79.0669,3583,54.27,229.08
2025-06-18T16:00,16.7,81,10.7,0.0,1006.5,-101.7,Kedarnath (Garhwal),30.7346,79.0669,3583,34.87,263.4
2025-06-18T17:00,17.6,81,9.9,0.0,340.5,-82.9,Kedarnath (Garhwal),30.7346,79.0669,3583,35.04,266.43
2025-06-18T18:00,16.6,75,19.4,0.0,950.2,-72.3,Kedarnath (Garhwal),30.7346,79.0669,3583,33.87,246.77
2025-06-18T19:00,16.9,80,21.7,0.0,850.4,-151.6,Kedarnath (Garhwal),30.7346,79.0669,3583,34.73,252.72
2025-06-18T20:00,14.1,82,22.1,0.0,457.6,-113.1,Kedarnath (Garhwal),30.7346,79.0669,3583,34.65,262.43
2025-06-18T21:00,13.6,83,23.8,0.0,301.2,-133.0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.72,275.15
2025-06-18T22:00,12.6,82,20.4,0.14,1395.5,-52.1,Kedarnath (Garhwal),30.7346,79.0669,3583,34.37,264.14
2025-06-18T23:00,10.5,83,5.7,0.0,1182.0,-27.0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.26,276.9
2025-06-19T00:00,11.9,87,72.9,13.87,2300.0,-26.1,Kedarnath (Garhwal),30.7346,79.0669,3583,55.72,227.13
2025-06-19T01:00,11.3,93,26.5,0.0,1206.2,-132.7,Kedarnath (Garhwal),30.7346,79.0669,3583,35.79,273.8
2025-06-19T02:00,10.6,91,17.0,0.0,940.1,-124.0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.44,270.83
2025-06-19T03:00,10.2,88,11.2,0.0,1304.9,-101.8,Kedarnath (Garhwal),30.7346,79.0669,3583,34.9,263.84
2025-06-19T04:00,8.9,92,19.5,0.0,999.8,-130.2,Kedarnath (Garhwal),30.7346,79.0669,3583,35.34,260.9
2025-06-19T05:00,10.5,77,26.5,0.0,713.1,-82.0,Kedarnath (Garhwal),30.7346,79.0669,3583,33.36,267.73
2025-06-19T06:00,11.1,92,11.9,0.0,550.9,-82.1,Kedarnath (Garhwal),30.7346,79.0669,3583,35.6,245.77
2025-06-19T07:00,11.3,79,22.6,0.0,789.3,-149.8,Kedarnath (Garhwal),30.7346,79.0669,3583,33.74,248.69
2025-06-19T08:00,12.9,82,6.6,0.0,512.3,-42.3,Kedarnath (Garhwal),30.7346,79.0669,3583,34.52,250.62
2025-06-19T09:00,14.5,78,7.5,0.0,1258.0,-134.0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.03,268.98
2025-06-19T10:00,17.2,75,13.2,0.0,499.9,-92.1,Kedarnath (Garhwal),30.7346,79.0669,3583,34.02,263.74
2025-06-19T11:00,16.0,83,26.9,0.0,1147.2,-63.1,Kedarnath (Garhwal),30.7346,79.0669,3583,35.05,276.98
2025-06-19T12:00,16.8,75,7.4,0.0,806.8,-151.8,Kedarnath (Garhwal),30.7346,79.0669,3583,33.99,275.67
2025-06-19T13:00,16.9,77,20.6,1.17,803.8,-47.1,Kedarnath (Garhwal),30.7346,79.0669,3583,34.33,275.06
2025-06-19T14:00,15.1,75,20.5,0.0,727.1,-105.5,Kedarnath (Garhwal),30.7346,79.0669,3583,33.74,250.61
2025-06-19T15:00,17.5,77,5.0,0.79,475.5,-36.5,Kedarnath (Garhwal),30.7346,79.0669,3583,34.34,250.78
2025-06-19T16:00,17.5,76,8.8,0.17,393.6,-31.7,Kedarnath (Garhwal),30.7346,79.0669,3583,34.14,245.67
2025-06-19T17:00,20.0,71,19.0,0.0,326.4,-51.1,Kedarnath (Garhwal),30.7346,79.0669,3583,33.77,263.17
2025-06-19T18:00,16.2,81,63.3,29.34,2737.1,-36.2,Kedarnath (Garhwal),30.7346,79.0669,3583,53.15,234.72
2025-06-19T19:00,16.1,77,9.7,0.0,1014.8,-77.7,Kedarnath (Garhwal),30.7346,79.0669,3583,34.1,271.38
2025-06-19T20:00,14.9,74,21.0,0.0,890.5,-23.1,Kedarnath (Garhwal),30.7346,79.0669,3583,33.55,278.08
2025-06-19T21:00,12.6,80,7.6,0.68,726.9,-157.3,Kedarnath (Garhwal),30.7346,79.0669,3583,34.18,262.93
2025-06-19T22:00,14.5,90,24.7,0.0,1341.7,-128.7,Kedarnath (Garhwal),30.7346,79.0669,3583,35.81,266.4
2025-06-19T23:00,13.2,89,25.3,0.72,1262.7,-51.1,Kedarnath (Garhwal),30.7346,79.0669,3583,35.5,270.01
2025-06-20T00:00,12.5,86,7.9,0.0,758.1,-142.4,Kedarnath (Garhwal),30.7346,79.0669,3583,34.92,252.12
2025-06-20T01:00,9.9,87,16.1,0.0,812.7,-134.9,Kedarnath (Garhwal),30.7346,79.0669,3583,34.73,259.16
2025-06-20T02:00,12.3,87,9.8,0.0,977.3,-22.2,Kedarnath (Garhwal),30.7346,79.0669,3583,35.18,254.83
2025-06-20T03:00,8.8,97,17.5,0.36,418.1,-124.0,Kedarnath (Garhwal),30.7346,79.0669,3583,36.1,274.68
2025-06-20T04:00,11.3,90,6.0,0.0,1387.1,-52.4,Kedarnath (Garhwal),30.7346,79.0669,3583,35.45,277.99
2025-06-20T05:00,13.6,90,13.6,0.0,1075.1,-105.2,Kedarnath (Garhwal),30.7346,79.0669,3583,35.69,269.73
2025-06-20T06:00,10.3,91,24.1,0.28,619.9,-150.1,Kedarnath (Garhwal),30.7346,79.0669,3583,35.42,258.27
2025-06-20T07:00,11.6,86,18.4,0.0,314.4,-34.5,Kedarnath (Garhwal),30.7346,79.0669,3583,34.93,246.7
2025-06-20T08:00,13.2,83,22.4,0.0,825.3,-69.0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.62,268.71
2025-06-20T09:00,13.4,81,13.0,0.0,1055.9,-74.1,Kedarnath (Garhwal),30.7346,79.0669,3583,34.42,268.19
2025-06-20T10:00,13.0,80,22.8,0.47,509.9,-104.8,Kedarnath (Garhwal),30.7346,79.0669,3583,34.18,260.16
2025-06-20T11:00,15.8,78,13.9,0.0,568.3,-78.1,Kedarnath (Garhwal),30.7346,79.0669,3583,34.33,269.95
2025-06-20T12:00,15.2,80,21.7,0.49,919.7,-140.6,Kedarnath (Garhwal),30.7346,79.0669,3583,34.48,275.4
2025-06-20T13:00,17.6,76,27.0,0.0,360.4,-82.1,Kedarnath (Garhwal),30.7346,79.0669,3583,34.25,260.78
2025-06-20T14:00,16.3,78,10.2,0.0,839.9,-109.1,Kedarnath (Garhwal),30.7346,79.0669,3583,34.37,271.19
2025-06-20T15:00,19.4,75,23.9,0.0,755.7,-59.0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.27,267.91
2025-06-20T16:00,16.4,76,23.1,0.83,1186.0,-84.6,Kedarnath (Garhwal),30.7346,79.0669,3583,34.0,279.42
2025-06-20T17:00,16.6,68,14.6,1.04,460.7,-85.0,Kedarnath (Garhwal),30.7346,79.0669,3583,32.89,254.24
2025-06-20T18:00,17.5,81,9.6,0.0,1229.7,-129.7,Kedarnath (Garhwal),30.7346,79.0669,3583,34.9,260.01
2025-06-20T19:00,14.3,80,22.2,0.74,723.7,-113.3,Kedarnath (Garhwal),30.7346,79.0669,3583,34.35,248.3
2025-06-20T20:00,15.2,84,23.4,0.0,1192.0,-146.4,Kedarnath (Garhwal),30.7346,79.0669,3583,35.1,277.67
2025-06-20T21:00,15.6,70,61.3,30.03,2264.6,-24.4,Kedarnath (Garhwal),30.7346,79.0669,3583,46.08,215.45
2025-06-20T22:00,11.2,92,5.3,0.59,575.3,-111.6,Kedarnath (Garhwal),30.7346,79.0669,3583,35.69,253.12
2025-06-20T23:00,12.5,85,18.0,0.0,246.7,-137.2,Kedarnath (Garhwal),30.7346,79.0669,3583,34.84,266.68
2025-06-21T00:00,11.8,91,22.4,0.0,904.3,-101.3,Kedarnath (Garhwal),30.7346,79.0669,3583,35.67,279.67
2025-06-21T01:00,11.9,84,26.3,0.25,667.1,-52.0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.61,265.89
2025-06-21T02:00,9.1,91,19.9,0.75,454.0,-159.4,Kedarnath (Garhwal),30.7346,79.0669,3583,35.28,279.34
2025-06-21T03:00,8.9,85,20.6,0.0,264.0,-83.7,Kedarnath (Garhwal),30.7346,79.0669,3583,34.32,268.62
2025-06-21T04:00,11.2,86,21.0,0.0,400.8,-90.1,Kedarnath (Garhwal),30.7346,79.0669,3583,34.86,269.18
2025-06-21T05:00,11.3,96,9.1,0.36,387.4,-109.0,Kedarnath (Garhwal),30.7346,79.0669,3583,36.22,265.98
2025-06-21T06:00,11.8,86,22.9,0.0,1204.8,-43.8,Kedarnath (Garhwal),30.7346,79.0669,3583,34.93,245.67
2025-06-21T07:00,12.7,86,17.3,0.0,1205.8,-132.4,Kedarnath (Garhwal),30.7346,79.0669,3583,35.07,278.63
2025-06-21T08:00,12.3,87,26.2,0.0,384.4,-100.2,Kedarnath (Garhwal),30.7346,79.0669,3583,35.15,254.7
2025-06-21T09:00,14.3,84,14.7,0.0,625.9,-27.3,Kedarnath (Garhwal),30.7346,79.0669,3583,34.94,246.11
2025-06-21T10:00,15.3,81,9.9,1.3,1257.2,-143.6,Kedarnath (Garhwal),30.7346,79.0669,3583,34.61,268.07
2025-06-21T11:00,14.9,80,27.9,0.0,1084.9,-60.1,Kedarnath (Garhwal),30.7346,79.0669,3583,34.44,273.09
2025-06-21T12:00,18.7,87,24.5,0.0,947.2,-156.3,Kedarnath (Garhwal),30.7346,79.0669,3583,35.94,261.28
2025-06-21T13:00,17.6,76,24.6,0.05,280.4,-156.5,Kedarnath (Garhwal),30.7346,79.0669,3583,34.18,273.59
2025-06-21T14:00,16.0,76,15.8,0.0,285.2,-49.5,Kedarnath (Garhwal),30.7346,79.0669,3583,34.01,253.03
2025-06-21T15:00,18.3,79,48.3,15.58,3047.8,-44.5,Kedarnath (Garhwal),30.7346,79.0669,3583,46.66,217.29
2025-06-21T16:00,16.2,80,24.0,0.0,956.7,-50.8,Kedarnath (Garhwal),30.7346,79.0669,3583,34.58,245.72
2025-06-21T17:00,18.0,81,25.7,0.05,563.0,-156.6,Kedarnath (Garhwal),30.7346,79.0669,3583,34.97,250.95
2025-06-21T18:00,17.9,80,21.3,0.0,525.6,-33.8,Kedarnath (Garhwal),30.7346,79.0669,3583,34.79,274.03
2025-06-21T19:00,14.8,74,12.2,0.0,774.2,-129.3,Kedarnath (Garhwal),30.7346,79.0669,3583,33.53,255.63
2025-06-21T20:00,16.1,87,14.1,0.2,1250.5,-81.8,Kedarnath (Garhwal),30.7346,79.0669,3583,35.59,279.45
2025-06-21T21:00,14.5,77,27.8,0.0,428.9,-68.6,Kedarnath (Garhwal),30.7346,79.0669,3583,34.01,264.15
2025-06-21T22:00,14.1,85,22.6,0.01,254.0,-37.7,Kedarnath (Garhwal),30.7346,79.0669,3583,35.07,264.69
2025-06-21T23:00,14.5,82,20.8,0.0,765.0,-111.8,Kedarnath (Garhwal),30.7346,79.0669,3583,34.76,264.59
2025-06-22T00:00,11.2,87,14.6,0.0,1159.7,-37.3,Kedarnath (Garhwal),30.7346,79.0669,3583,34.92,269.45
2025-06-22T01:00,10.1,89,21.9,0.0,1267.9,-134.5,Kedarnath (Garhwal),30.7346,79.0669,3583,35.14,262.86
2025-06-22T02:00,9.6,90,22.1,0.0,683.3,-155.8,Kedarnath (Garhwal),30.7346,79.0669,3583,35.17,277.63
2025-06-22T03:00,9.5,91,16.3,0.0,1225.6,-43.1,Kedarnath (Garhwal),30.7346,79.0669,3583,35.25,274.9
2025-06-22T04:00,10.5,95,13.5,0.17,924.6,-100.7,Kedarnath (Garhwal),30.7346,79.0669,3583,36.04,264.56
2025-06-22T05:00,11.4,90,18.2,0.0,1272.8,-67.2,Kedarnath (Garhwal),30.7346,79.0669,3583,35.39,270.53
2025-06-22T06:00,11.9,86,17.0,0.0,230.3,-55.4,Kedarnath (Garhwal),30.7346,79.0669,3583,34.9,263.2
2025-06-22T07:00,13.2,89,13.7,0.0,948.2,-104.0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.58,246.87
2025-06-22T08:00,13.1,89,10.5,1.74,865.2,-47.9,Kedarnath (Garhwal),30.7346,79.0669,3583,35.45,255.29
2025-06-22T09:00,15.7,77,5.1,0.73,1309.4,-130.0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.13,265.65
2025-06-22T10:00,14.6,83,26.5,0.0,1112.5,-91.8,Kedarnath (Garhwal),30.7346,79.0669,3583,34.78,269.64
2025-06-22T11:00,19.0,81,6.0,0.0,770.8,-114.4,Kedarnath (Garhwal),30.7346,79.0669,3583,35.2,271.7
2025-06-22T12:00,17.2,76,7.8,0.0,1004.0,-85.6,Kedarnath (Garhwal),30.7346,79.0669,3583,34.15,272.07
2025-06-22T13:00,16.0,81,23.3,0.15,1223.6,-150.0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.81,279.87
2025-06-22T14:00,16.1,75,9.4,0.71,758.8,-128.3,Kedarnath (Garhwal),30.7346,79.0669,3583,33.82,277.02
2025-06-22T15:00,18.1,76,20.0,0.0,439.8,-27.8,Kedarnath (Garhwal),30.7346,79.0669,3583,34.22,264.9
2025-06-22T16:00,17.1,75,13.4,0.0,1227.8,-136.9,Kedarnath (Garhwal),30.7346,79.0669,3583,33.94,277.46
2025-06-22T17:00,17.9,76,14.6,0.0,717.3,-32.3,Kedarnath (Garhwal),30.7346,79.0669,3583,34.26,254.9
2025-06-22T18:00,17.0,73,18.7,0.0,552.5,-25.8,Kedarnath (Garhwal),30.7346,79.0669,3583,33.65,267.3
2025-06-22T19:00,15.7,73,16.6,0.0,554.8,-106.7,Kedarnath (Garhwal),30.7346,79.0669,3583,33.48,265.99
2025-06-22T20:00,13.9,87,17.5,0.0,607.7,-83.8,Kedarnath (Garhwal),30.7346,79.0669,3583,35.26,268.73
2025-06-22T21:00,12.2,79,12.2,0.06,1153.4,-58.9,Kedarnath (Garhwal),30.7346,79.0669,3583,33.87,249.98
2025-06-22T22:00,12.6,80,15.4,0.0,849.2,-157.9,Kedarnath (Garhwal),30.7346,79.0669,3583,34.11,277.86
2025-06-22T23:00,13.3,77,12.9,0.0,488.0,-119.4,Kedarnath (Garhwal),30.7346,79.0669,3583,33.77,254.55
2025-06-23T00:00,11.8,84,25.8,0.0,427.3,-20.7,Kedarnath (Garhwal),30.7346,79.0669,3583,34.66,247.1
2025-06-23T01:00,9.5,83,58.5,31.59,3226.1,-41.5,Kedarnath (Garhwal),30.7346,79.0669,3583,40.89,198.14
2025-06-23T02:00,10.8,95,25.9,0.0,682.9,-143.8,Kedarnath (Garhwal),30.7346,79.0669,3583,36.1,276.34
2025-06-23T03:00,11.0,93,12.9,0.0,526.0,-46.7,Kedarnath (Garhwal),30.7346,79.0669,3583,35.79,251.46
2025-06-23T04:00,9.6,86,11.6,0.0,343.9,-122.9,Kedarnath (Garhwal),30.7346,79.0669,3583,34.59,263.6
2025-06-23T05:00,11.2,97,63.8,33.33,2246.6,-19.1,Kedarnath (Garhwal),30.7346,79.0669,3583,48.75,216.05
2025-06-23T06:00,11.6,91,20.1,0.31,1317.9,-134.9,Kedarnath (Garhwal),30.7346,79.0669,3583,35.57,264.83
2025-06-23T07:00,10.9,84,54.7,39.51,3201.5,-18.7,Kedarnath (Garhwal),30.7346,79.0669,3583,49.23,207.28
2025-06-23T08:00,13.5,74,51.8,15.97,3382.2,-11.1,Kedarnath (Garhwal),30.7346,79.0669,3583,54.54,225.65
2025-06-23T09:00,14.7,91,27.6,0.0,555.6,-151.4,Kedarnath (Garhwal),30.7346,79.0669,3583,36.04,273.66
