time,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,cape,convective_inhibition,flood,location,latitude,longitude,elevation_m,IWV_mm,CTT_K,lifted_index,k_index,hazard_type,severity,lead_time_mins
2025-06-17T22:00,13.5,83,12.9,0.0,346.4,-37.5,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.67,274.77,-0.16,38.0,Normal,NORMAL,0
2025-06-17T23:00,14.1,79,83.0,95.89,3421.6,-5.0,1,Kedarnath (Garhwal),30.7346,79.0669,3583,77.51,209.56,-7.6,37.6,Cloudburst,CRITICAL,23
2025-06-18T00:00,11.5,89,8.7,0.8,1336.5,-89.5,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.22,258.32,-2.97,38.6,Normal,NORMAL,0
2025-06-18T01:00,12.8,91,21.2,0.35,230.2,-137.5,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.71,245.4,-0.31,38.9,Normal,NORMAL,0
2025-06-18T02:00,7.5,87,27.2,0.0,1045.8,-134.4,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.42,264.13,-2.32,38.4,Normal,NORMAL,0
2025-06-18T03:00,11.5,95,23.4,0.0,1062.1,-140.8,0,Kedarnath (Garhwal),30.7346,79.0669,3583,36.18,251.27,-2.36,39.4,Normal,NORMAL,0
2025-06-18T04:00,10.7,84,12.1,0.0,358.1,-141.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.44,250.5,-0.18,38.1,Normal,NORMAL,0
2025-06-18T05:00,10.6,82,19.4,0.0,1007.2,-131.5,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.18,253.77,-2.24,37.9,Normal,NORMAL,0
2025-06-18T06:00,11.6,88,6.2,0.0,1287.3,-21.7,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.14,268.59,-2.86,38.5,Normal,NORMAL,0
2025-06-18T07:00,9.9,90,12.7,0.31,568.1,-69.4,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.16,266.75,-1.26,38.7,Normal,NORMAL,0
2025-06-18T08:00,12.8,91,20.8,0.0,1140.5,-60.0,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.69,260.15,-2.53,38.9,Normal,NORMAL,0
2025-06-18T09:00,14.4,80,20.4,0.0,648.7,-152.2,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.41,267.46,-1.44,37.7,Normal,NORMAL,0
2025-06-18T10:00,16.7,85,11.4,0.0,702.0,-125.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.35,248.55,-1.56,38.2,Normal,NORMAL,0
2025-06-18T11:00,15.1,78,9.1,0.07,1376.4,-29.5,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.24,263.15,-3.06,37.5,Normal,NORMAL,0
2025-06-18T12:00,15.5,76,13.0,0.0,1085.5,-118.6,0,Kedarnath (Garhwal),30.7346,79.0669,3583,33.99,259.8,-2.41,37.3,Normal,NORMAL,0
2025-06-18T13:00,16.4,79,11.6,0.0,446.4,-87.6,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.58,254.4,-0.09,37.7,Normal,NORMAL,0
2025-06-18T14:00,18.5,78,26.9,0.0,924.4,-30.8,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.62,247.65,-2.05,37.5,Normal,NORMAL,0
2025-06-18T15:00,17.9,69,61.8,24.96,2347.4,-29.4,0,Kedarnath (Garhwal),30.7346,79.0669,3583,54.27,229.08,-5.22,36.7,Severe Thunderstorm,WARNING,64
2025-06-18T16:00,16.7,81,10.7,0.0,1006.5,-101.7,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.87,263.4,-2.24,37.9,Normal,NORMAL,0
2025-06-18T17:00,17.6,81,9.9,0.0,340.5,-82.9,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.04,266.43,-0.13,37.9,Normal,NORMAL,0
2025-06-18T18:00,16.6,75,19.4,0.0,950.2,-72.3,0,Kedarnath (Garhwal),30.7346,79.0669,3583,33.87,246.77,-2.11,37.2,Normal,NORMAL,0
2025-06-18T19:00,16.9,80,21.7,0.0,850.4,-151.6,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.73,252.72,-1.89,37.7,Normal,NORMAL,0
2025-06-18T20:00,14.1,82,22.1,0.0,457.6,-113.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.65,262.43,-0.14,37.9,Normal,NORMAL,0
2025-06-18T21:00,13.6,83,23.8,0.0,301.2,-133.0,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.72,275.15,-0.16,38.0,Normal,NORMAL,0
2025-06-18T22:00,12.6,82,20.4,0.14,1395.5,-52.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.37,264.14,-3.1,37.9,Normal,NORMAL,0
2025-06-18T23:00,10.5,83,5.7,0.0,1182.0,-27.0,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.26,276.9,-2.63,38.0,Normal,NORMAL,0
2025-06-19T00:00,11.9,87,72.9,13.87,2300.0,-26.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,55.72,227.13,-5.11,38.4,Severe Thunderstorm,WATCH,78
2025-06-19T01:00,11.3,93,26.5,0.0,1206.2,-132.7,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.79,273.8,-2.68,39.1,Normal,NORMAL,0
2025-06-19T02:00,10.6,91,17.0,0.0,940.1,-124.0,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.44,270.83,-2.09,38.9,Normal,NORMAL,0
2025-06-19T03:00,10.2,88,11.2,0.0,1304.9,-101.8,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.9,263.84,-2.9,38.5,Normal,NORMAL,0
2025-06-19T04:00,8.9,92,19.5,0.0,999.8,-130.2,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.34,260.9,-2.22,39.0,Normal,NORMAL,0
2025-06-19T05:00,10.5,77,26.5,0.0,713.1,-82.0,0,Kedarnath (Garhwal),30.7346,79.0669,3583,33.36,267.73,-1.58,37.3,Normal,NORMAL,0
2025-06-19T06:00,11.1,92,11.9,0.0,550.9,-82.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.6,245.77,-1.22,39.0,Normal,NORMAL,0
2025-06-19T07:00,11.3,79,22.6,0.0,789.3,-149.8,0,Kedarnath (Garhwal),30.7346,79.0669,3583,33.74,248.69,-1.75,37.5,Normal,NORMAL,0
2025-06-19T08:00,12.9,82,6.6,0.0,512.3,-42.3,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.52,250.62,-1.14,37.9,Normal,NORMAL,0
2025-06-19T09:00,14.5,78,7.5,0.0,1258.0,-134.0,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.03,268.98,-2.8,37.4,Normal,NORMAL,0
2025-06-19T10:00,17.2,75,13.2,0.0,499.9,-92.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.02,263.74,-0.0,37.2,Normal,NORMAL,0
2025-06-19T11:00,16.0,83,26.9,0.0,1147.2,-63.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.05,276.98,-2.55,38.1,Normal,NORMAL,0
2025-06-19T12:00,16.8,75,7.4,0.0,806.8,-151.8,0,Kedarnath (Garhwal),30.7346,79.0669,3583,33.99,275.67,-1.79,37.2,Normal,NORMAL,0
2025-06-19T13:00,16.9,77,20.6,1.17,803.8,-47.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.33,275.06,-1.79,37.5,Normal,NORMAL,0
2025-06-19T14:00,15.1,75,20.5,0.0,727.1,-105.5,0,Kedarnath (Garhwal),30.7346,79.0669,3583,33.74,250.61,-1.62,37.2,Normal,NORMAL,0
2025-06-19T15:00,17.5,77,5.0,0.79,475.5,-36.5,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.34,250.78,-0.04,37.4,Normal,NORMAL,0
2025-06-19T16:00,17.5,76,8.8,0.17,393.6,-31.7,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.14,245.67,-0.01,37.3,Normal,NORMAL,0
2025-06-19T17:00,20.0,71,19.0,0.0,326.4,-51.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,33.77,263.17,0.08,36.9,Normal,NORMAL,0
2025-06-19T18:00,16.2,81,63.3,29.34,2737.1,-36.2,1,Kedarnath (Garhwal),30.7346,79.0669,3583,53.15,234.72,-6.08,37.8,Severe Thunderstorm,WATCH,63
2025-06-19T19:00,16.1,77,9.7,0.0,1014.8,-77.7,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.1,271.38,-2.26,37.4,Normal,NORMAL,0
2025-06-19T20:00,14.9,74,21.0,0.0,890.5,-23.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,33.55,278.08,-1.98,37.1,Normal,NORMAL,0
2025-06-19T21:00,12.6,80,7.6,0.68,726.9,-157.3,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.18,262.93,-1.62,37.7,Normal,NORMAL,0
2025-06-19T22:00,14.5,90,24.7,0.0,1341.7,-128.7,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.81,266.4,-2.98,38.8,Normal,NORMAL,0
2025-06-19T23:00,13.2,89,25.3,0.72,1262.7,-51.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.5,270.01,-2.81,38.7,Normal,NORMAL,0
2025-06-20T00:00,12.5,86,7.9,0.0,758.1,-142.4,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.92,252.12,-1.68,38.3,Normal,NORMAL,0
2025-06-20T01:00,9.9,87,16.1,0.0,812.7,-134.9,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.73,259.16,-1.81,38.4,Normal,NORMAL,0
2025-06-20T02:00,12.3,87,9.8,0.0,977.3,-22.2,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.18,254.83,-2.17,38.5,Normal,NORMAL,0
2025-06-20T03:00,8.8,97,17.5,0.36,418.1,-124.0,0,Kedarnath (Garhwal),30.7346,79.0669,3583,36.1,274.68,-0.45,39.7,Normal,NORMAL,0
2025-06-20T04:00,11.3,90,6.0,0.0,1387.1,-52.4,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.45,277.99,-3.08,38.8,Normal,NORMAL,0
2025-06-20T05:00,13.6,90,13.6,0.0,1075.1,-105.2,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.69,269.73,-2.39,38.8,Normal,NORMAL,0
2025-06-20T06:00,10.3,91,24.1,0.28,619.9,-150.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.42,258.27,-1.38,38.9,Normal,NORMAL,0
2025-06-20T07:00,11.6,86,18.4,0.0,314.4,-34.5,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.93,246.7,-0.23,38.4,Normal,NORMAL,0
2025-06-20T08:00,13.2,83,22.4,0.0,825.3,-69.0,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.62,268.71,-1.83,38.0,Normal,NORMAL,0
2025-06-20T09:00,13.4,81,13.0,0.0,1055.9,-74.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.42,268.19,-2.35,37.8,Normal,NORMAL,0
2025-06-20T10:00,13.0,80,22.8,0.47,509.9,-104.8,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.18,260.16,-1.13,37.7,Normal,NORMAL,0
2025-06-20T11:00,15.8,78,13.9,0.0,568.3,-78.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.33,269.95,-1.26,37.6,Normal,NORMAL,0
2025-06-20T12:00,15.2,80,21.7,0.49,919.7,-140.6,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.48,275.4,-2.04,37.7,Normal,NORMAL,0
2025-06-20T13:00,17.6,76,27.0,0.0,360.4,-82.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.25,260.78,-0.02,37.4,Normal,NORMAL,0
2025-06-20T14:00,16.3,78,10.2,0.0,839.9,-109.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.37,271.19,-1.87,37.5,Normal,NORMAL,0
2025-06-20T15:00,19.4,75,23.9,0.0,755.7,-59.0,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.27,267.91,-1.68,37.2,Normal,NORMAL,0
2025-06-20T16:00,16.4,76,23.1,0.83,1186.0,-84.6,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.0,279.42,-2.64,37.3,Normal,NORMAL,0
2025-06-20T17:00,16.6,68,14.6,1.04,460.7,-85.0,0,Kedarnath (Garhwal),30.7346,79.0669,3583,32.89,254.24,0.14,36.6,Normal,NORMAL,0
2025-06-20T18:00,17.5,81,9.6,0.0,1229.7,-129.7,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.9,260.01,-2.73,37.8,Normal,NORMAL,0
2025-06-20T19:00,14.3,80,22.2,0.74,723.7,-113.3,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.35,248.3,-1.61,37.7,Normal,NORMAL,0
2025-06-20T20:00,15.2,84,23.4,0.0,1192.0,-146.4,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.1,277.67,-2.65,38.2,Normal,NORMAL,0
2025-06-20T21:00,15.6,70,61.3,30.03,2264.6,-24.4,1,Kedarnath (Garhwal),30.7346,79.0669,3583,46.08,215.45,-5.03,36.8,Severe Thunderstorm,WARNING,75
2025-06-20T22:00,11.2,92,5.3,0.59,575.3,-111.6,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.69,253.12,-1.28,39.0,Normal,NORMAL,0
2025-06-20T23:00,12.5,85,18.0,0.0,246.7,-137.2,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.84,266.68,-0.2,38.2,Normal,NORMAL,0
2025-06-21T00:00,11.8,91,22.4,0.0,904.3,-101.3,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.67,279.67,-2.01,39.0,Normal,NORMAL,0
2025-06-21T01:00,11.9,84,26.3,0.25,667.1,-52.0,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.61,265.89,-1.48,38.1,Normal,NORMAL,0
2025-06-21T02:00,9.1,91,19.9,0.75,454.0,-159.4,0,Kedarnath (Garhwal),30.7346,79.0669,3583,35.28,279.34,-0.32,38.9,Normal,NORMAL,0
2025-06-21T03:00,8.9,85,20.6,0.0,264.0,-83.7,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.32,268.62,-0.2,38.2,Normal,NORMAL,0
2025-06-21T04:00,11.2,86,21.0,0.0,400.8,-90.1,0,Kedarnath (Garhwal),30.7346,79.0669,3583,34.86,269.18,-0.23,38.4,Normal,NORMAL,0
